,ID,toplam,Tarih,Donem,genel_renkli,genel_sb,dijital_islemler
4569,abarkod,34,2025-07-22,2025-07,34,0,0
4570,vgemici,2,2025-07-22,2025-07,2,0,0
4571,tcapkin,13,2025-07-22,2025-07,13,0,0
4572,ayetik,1,2025-07-22,2025-07,0,1,0
4573,bkibar,43,2025-07-22,2025-07,2,41,0
4574,fbasak,1,2025-07-22,2025-07,1,0,0
4575,obali,2,2025-07-22,2025-07,0,0,2
4576,MMUTLU,7,2025-07-22,2025-07,4,3,0
4577,akamera,14,2025-07-22,2025-07,0,14,0
4578,sucakir,8,2025-07-22,2025-07,8,0,0
4579,ggirgin,4,2025-07-22,2025-07,4,0,0
4580,mertan,4,2025-07-22,2025-07,4,0,0
4581,tevirgen,19,2025-07-22,2025-07,2,7,10
4582,gayilmaz,1,2025-07-22,2025-07,1,0,0
4583,ogungor,4,2025-07-22,2025-07,4,0,0
4584,aavcil,9,2025-07-22,2025-07,8,1,0
4585,dnoic,3,2025-07-22,2025-07,1,0,2
4586,fimetin,26,2025-07-22,2025-07,25,1,0
4587,fgulsever,4,2025-07-23,2025-07,0,4,0
4588,itopcu,2,2025-07-23,2025-07,2,0,0
4589,gsapmaz,41,2025-07-23,2025-07,41,0,0
4590,tyilmaz,7,2025-07-23,2025-07,3,4,0
4591,fcolak,7,2025-07-23,2025-07,7,0,0
4592,egonce,47,2025-07-23,2025-07,45,2,0
4593,hakdemir,14,2025-07-23,2025-07,12,2,0
4594,earslanbay,1,2025-07-23,2025-07,0,1,0
4595,hbinay,1,2025-07-23,2025-07,1,0,0
4596,mmollaoglu,119,2025-07-23,2025-07,113,6,0
4597,eozkan,4,2025-07-23,2025-07,0,0,4
4598,dcolor,62,2025-07-23,2025-07,0,62,0
4599,ekoksal,1,2025-07-23,2025-07,1,0,0
4600,bfirat,5,2025-07-23,2025-07,5,0,0
4601,hakand,171,2025-07-23,2025-07,72,99,0
4602,uunver,50,2025-07-23,2025-07,0,50,0
4603,aapak,13,2025-07-23,2025-07,0,13,0
4604,adogan,2,2025-07-23,2025-07,2,0,0
4605,fyakut,1,2025-07-23,2025-07,1,0,0
4606,gakca,3,2025-07-23,2025-07,2,1,0
4607,abarkod,1,2025-07-23,2025-07,1,0,0
4608,vgemici,7,2025-07-23,2025-07,5,2,0
4609,tcapkin,4,2025-07-23,2025-07,4,0,0
4610,fimetin,16,2025-07-23,2025-07,12,4,0
4611,ggirgin,3,2025-07-23,2025-07,2,1,0
4612,tevirgen,11,2025-07-23,2025-07,5,6,0
4613,MMUTLU,6,2025-07-23,2025-07,5,1,0
4614,aavcil,5,2025-07-23,2025-07,3,2,0
4615,dnoic,10,2025-07-23,2025-07,9,0,1
4616,ebalaban,21,2025-07-23,2025-07,21,0,0
4617,amasun,12,2025-07-23,2025-07,4,8,0
4618,fbalaban,1,2025-07-23,2025-07,1,0,0
4619,gekim,80,2025-07-23,2025-07,0,80,0
4620,eulsever,4,2025-07-23,2025-07,0,4,0
4621,tyilmaz,2,2025-07-24,2025-07,2,0,0
4622,gakca,1,2025-07-24,2025-07,0,1,0
4623,aapak,53,2025-07-24,2025-07,0,53,0
4624,hakand,16,2025-07-24,2025-07,0,10,6
4625,fgulsever,71,2025-07-24,2025-07,5,66,0
4626,kbtlideri,1,2025-07-24,2025-07,1,0,0
4627,ihasdemir,33,2025-07-24,2025-07,33,0,0
4628,gekim,77,2025-07-24,2025-07,0,77,0
4629,hakdemir,24,2025-07-24,2025-07,23,1,0
4630,eozkan,2,2025-07-24,2025-07,2,0,0
4631,dcolor,94,2025-07-24,2025-07,0,94,0
4632,sutetik,1,2025-07-24,2025-07,1,0,0
4633,bfirat,10,2025-07-24,2025-07,10,0,0
4634,VBAYANER,6,2025-07-24,2025-07,0,6,0
4635,stjegitim,52,2025-07-24,2025-07,0,0,52
4636,scabuker,2,2025-07-24,2025-07,1,0,1
4637,egonce,30,2025-07-24,2025-07,24,6,0
4638,dnoic,45,2025-07-24,2025-07,44,0,1
4639,akamera,4,2025-07-24,2025-07,0,4,0
4640,vgemici,3,2025-07-24,2025-07,3,0,0
4641,tcapkin,1,2025-07-24,2025-07,0,1,0
4642,mkarabiyik,1,2025-07-24,2025-07,0,1,0
4643,obali,29,2025-07-24,2025-07,4,12,13
4644,ebalaban,8,2025-07-24,2025-07,8,0,0
4645,MMUTLU,26,2025-07-24,2025-07,13,0,13
4646,abarkod,2,2025-07-24,2025-07,2,0,0
4647,ggirgin,3,2025-07-24,2025-07,2,1,0
4648,mertan,1,2025-07-24,2025-07,1,0,0
4649,tevirgen,35,2025-07-24,2025-07,5,6,24
4650,eulsever,1,2025-07-24,2025-07,1,0,0
4651,gayilmaz,2,2025-07-24,2025-07,0,2,0
4652,aavcil,3,2025-07-24,2025-07,3,0,0
4653,fimetin,24,2025-07-24,2025-07,22,2,0
4654,ebalaban,26,2025-07-25,2025-07,26,0,0
4655,amasun,13,2025-07-25,2025-07,0,13,0
4656,adogan,11,2025-07-25,2025-07,6,5,0
4657,gakca,2,2025-07-25,2025-07,0,2,0
4658,kdeda,6,2025-07-25,2025-07,3,3,0
4659,ierdil,2,2025-07-25,2025-07,2,0,0
4660,egonce,10,2025-07-25,2025-07,10,0,0
4661,tyilmaz,12,2025-07-25,2025-07,12,0,0
4662,hakdemir,7,2025-07-25,2025-07,7,0,0
4663,dcolor,69,2025-07-25,2025-07,0,69,0
4664,bfirat,9,2025-07-25,2025-07,9,0,0
4665,aavcil,39,2025-07-25,2025-07,9,27,3
4666,otanriverdi,2,2025-07-25,2025-07,2,0,0
4667,nibolkis,4,2025-07-25,2025-07,0,4,0
4668,stjegitim,27,2025-07-25,2025-07,1,0,26
4669,gayilmaz,4,2025-07-25,2025-07,4,0,0
4670,ogungor,3,2025-07-25,2025-07,2,1,0
4671,akamera,4,2025-07-25,2025-07,2,2,0
4672,vgemici,1,2025-07-25,2025-07,1,0,0
4673,ntanriverdi,4,2025-07-25,2025-07,4,0,0
4674,ogun,1,2025-07-25,2025-07,1,0,0
4675,mkarabiyik,2,2025-07-25,2025-07,0,2,0
4676,gmasistan,24,2025-07-25,2025-07,0,0,24
4677,MMUTLU,10,2025-07-25,2025-07,5,0,5
4678,fimetin,15,2025-07-25,2025-07,14,1,0
4679,gkenarli,1,2025-07-25,2025-07,1,0,0
4680,ggirgin,2,2025-07-25,2025-07,2,0,0
4681,tevirgen,19,2025-07-25,2025-07,7,9,3
4682,eulsever,1,2025-07-25,2025-07,1,0,0
4683,obali,9,2025-07-25,2025-07,5,4,0
4684,ebalaban,27,2025-07-26,2025-07,27,0,0
4685,dcolor,60,2025-07-26,2025-07,0,60,0
4686,dcolor,1,2025-07-27,2025-07,0,1,0
4687,ierdil,3,2025-07-27,2025-07,3,0,0
4688,mbayirli,14,2025-07-27,2025-07,14,0,0
4689,egonce,7,2025-07-27,2025-07,3,4,0
4690,ihasdemir,15,2025-07-27,2025-07,15,0,0
4691,rkontrol,4,2025-07-27,2025-07,1,3,0
4692,fgulsever,103,2025-07-27,2025-07,15,88,0
4693,aildeniz,9,2025-07-27,2025-07,9,0,0
4694,dnoic,8,2025-07-27,2025-07,7,1,0
4695,gcevik,5,2025-07-27,2025-07,5,0,0
4696,ogun,3,2025-07-27,2025-07,0,0,3
4697,fbasak,1,2025-07-27,2025-07,0,1,0
4698,gmasistan,5,2025-07-27,2025-07,4,1,0
4699,abarkod,15,2025-07-27,2025-07,15,0,0
4700,aapak,16,2025-07-27,2025-07,0,16,0
4701,ELOFCA,24,2025-07-28,2025-07,15,4,5
4702,dayakta,1,2025-07-28,2025-07,1,0,0
4703,nakilli,4,2025-07-28,2025-07,0,0,4
4704,aapak,10,2025-07-28,2025-07,10,0,0
4705,hakand,16,2025-07-28,2025-07,16,0,0
4706,BSOGUT,1,2025-07-28,2025-07,0,0,1
4707,fgulsever,7,2025-07-28,2025-07,0,7,0
4708,mguder,2,2025-07-28,2025-07,2,0,0
4709,ierdil,1,2025-07-28,2025-07,1,0,0
4710,hakdemir,9,2025-07-28,2025-07,4,5,0
4711,stjegitim,16,2025-07-28,2025-07,0,0,16
4712,fcolak,3,2025-07-28,2025-07,2,1,0
4713,mbayirli,12,2025-07-28,2025-07,12,0,0
4714,mmollaoglu,17,2025-07-28,2025-07,17,0,0
4715,dcolor,58,2025-07-28,2025-07,0,58,0
4716,ersener,2,2025-07-28,2025-07,2,0,0
4717,bfirat,126,2025-07-28,2025-07,126,0,0
4718,VBAYANER,21,2025-07-28,2025-07,0,21,0
4719,gakca,12,2025-07-28,2025-07,9,3,0
4720,tyilmaz,641,2025-07-28,2025-07,377,241,23
4721,gekim,151,2025-07-28,2025-07,0,151,0
4722,akamera,26,2025-07-28,2025-07,3,23,0
4723,SUYILMAZ,4,2025-07-28,2025-07,4,0,0
4724,gbakanoglu,30,2025-07-28,2025-07,0,30,0
4725,abarkod,1,2025-07-28,2025-07,1,0,0
4726,vgemici,63,2025-07-28,2025-07,54,9,0
4727,ntanriverdi,17,2025-07-28,2025-07,12,5,0
4728,aayhan,14,2025-07-28,2025-07,13,0,1
4729,mkarabiyik,2,2025-07-28,2025-07,0,2,0
4730,MMUTLU,6,2025-07-28,2025-07,3,3,0
4731,fimetin,33,2025-07-28,2025-07,33,0,0
4732,ggirgin,21,2025-07-28,2025-07,18,3,0
4733,obali,2,2025-07-28,2025-07,2,0,0
4734,ayyilmaz,1,2025-07-28,2025-07,1,0,0
4735,mertan,1,2025-07-28,2025-07,1,0,0
4736,amasun,2,2025-07-28,2025-07,0,2,0
4737,ebalaban,18,2025-07-28,2025-07,18,0,0
4738,aavcil,51,2025-07-28,2025-07,45,6,0
4739,ekaragoz,2,2025-07-28,2025-07,0,2,0
4740,ogungor,5,2025-07-28,2025-07,5,0,0
4741,gayilmaz,5,2025-07-28,2025-07,5,0,0
4742,tevirgen,18,2025-07-28,2025-07,11,6,1
4743,mkorucu,1,2025-07-28,2025-07,0,1,0
4744,tyilmaz,492,2025-07-29,2025-07,267,224,1
4745,gakca,67,2025-07-29,2025-07,18,49,0
4746,ubasdas,11,2025-07-29,2025-07,11,0,0
4747,aapak,9,2025-07-29,2025-07,0,9,0
4748,udalyan,2,2025-07-29,2025-07,0,0,2
4749,fgulsever,36,2025-07-29,2025-07,0,36,0
4750,baozturk,1,2025-07-29,2025-07,1,0,0
4751,mguray,21,2025-07-29,2025-07,21,0,0
4752,stjegitim,32,2025-07-29,2025-07,0,0,32
4753,fyakut,2,2025-07-29,2025-07,2,0,0
4754,fcolak,1,2025-07-29,2025-07,0,1,0
4755,mkarsiv,7,2025-07-29,2025-07,7,0,0
4756,egonce,20,2025-07-29,2025-07,8,12,0
4757,hakdemir,14,2025-07-29,2025-07,4,10,0
4758,uunver,11,2025-07-29,2025-07,0,11,0
4759,hbinay,28,2025-07-29,2025-07,27,1,0
4760,eozkan,7,2025-07-29,2025-07,7,0,0
4761,dcolor,43,2025-07-29,2025-07,0,43,0
4762,bfirat,33,2025-07-29,2025-07,33,0,0
4763,bunver,2,2025-07-29,2025-07,2,0,0
4764,iunlu,4,2025-07-29,2025-07,4,0,0
4765,eyuksel,1,2025-07-29,2025-07,1,0,0
4766,cisahin,2,2025-07-29,2025-07,2,0,0
4767,akamera,1,2025-07-29,2025-07,0,1,0
4768,abarkod,17,2025-07-29,2025-07,17,0,0
4769,gmasistan,8,2025-07-29,2025-07,6,0,2
4770,fbasak,5,2025-07-29,2025-07,5,0,0
4771,cer,1,2025-07-29,2025-07,0,1,0
4772,obali,1,2025-07-29,2025-07,1,0,0
4773,MMUTLU,17,2025-07-29,2025-07,10,3,4
4774,fimetin,14,2025-07-29,2025-07,14,0,0
4775,sucakir,20,2025-07-29,2025-07,18,0,2
4776,ggirgin,19,2025-07-29,2025-07,12,7,0
4777,gekim,68,2025-07-29,2025-07,0,68,0
4778,gayilmaz,2,2025-07-29,2025-07,2,0,0
4779,ogungor,3,2025-07-29,2025-07,3,0,0
4780,klaboratuar,3,2025-07-29,2025-07,2,1,0
4781,mkorucu,1,2025-07-29,2025-07,0,1,0
4782,aavcil,4,2025-07-29,2025-07,1,3,0
4783,dnoic,34,2025-07-29,2025-07,25,8,1
4784,ebalaban,23,2025-07-29,2025-07,23,0,0
4785,amasun,5,2025-07-29,2025-07,0,5,0
4786,SUYILMAZ,1,2025-07-29,2025-07,1,0,0
4787,tevirgen,27,2025-07-29,2025-07,10,17,0
4788,fgulsever,32,2025-07-30,2025-07,0,32,0
4789,BSOGUT,23,2025-07-30,2025-07,0,0,23
4790,hakand,5,2025-07-30,2025-07,5,0,0
4791,gekim,88,2025-07-30,2025-07,0,88,0
4792,ubasdas,1,2025-07-30,2025-07,1,0,0
4793,gakca,4,2025-07-30,2025-07,3,1,0
4794,itopcu,2,2025-07-30,2025-07,2,0,0
4795,udalyan,9,2025-07-30,2025-07,5,4,0
4796,tyilmaz,31,2025-07-30,2025-07,27,0,4
4797,hakdemir,5,2025-07-30,2025-07,5,0,0
4798,cyildiz,12,2025-07-30,2025-07,6,0,6
4799,aakyildiz,7,2025-07-30,2025-07,7,0,0
4800,egonce,11,2025-07-30,2025-07,9,2,0
4801,mbayirli,3,2025-07-30,2025-07,3,0,0
4802,hbinay,5,2025-07-30,2025-07,4,1,0
4803,dcolor,52,2025-07-30,2025-07,0,52,0
4804,ekoksal,1,2025-07-30,2025-07,1,0,0
4805,bfirat,95,2025-07-30,2025-07,95,0,0
4806,cisahin,18,2025-07-30,2025-07,18,0,0
4807,bbugdayci,2,2025-07-30,2025-07,2,0,0
4808,gbakanoglu,9,2025-07-30,2025-07,8,1,0
4809,cozkan,5,2025-07-30,2025-07,5,0,0
4810,aayhan,13,2025-07-30,2025-07,10,3,0
4811,fbalaban,22,2025-07-30,2025-07,22,0,0
4812,akamera,8,2025-07-30,2025-07,1,7,0
4813,abarkod,8,2025-07-30,2025-07,8,0,0
4814,dustasi,11,2025-07-30,2025-07,11,0,0
4815,ntanriverdi,8,2025-07-30,2025-07,5,3,0
4816,eatansay,1,2025-07-30,2025-07,1,0,0
4817,obali,10,2025-07-30,2025-07,6,4,0
4818,MMUTLU,3,2025-07-30,2025-07,3,0,0
4819,fimetin,37,2025-07-30,2025-07,28,9,0
4820,ggirgin,15,2025-07-30,2025-07,13,2,0
4821,sucakir,4,2025-07-30,2025-07,4,0,0
4822,ayyilmaz,1,2025-07-30,2025-07,1,0,0
4823,tevirgen,41,2025-07-30,2025-07,12,28,1
4824,uyigit,2,2025-07-30,2025-07,0,2,0
4825,klaboratuar,5,2025-07-30,2025-07,1,4,0
4826,oicoz,1,2025-07-30,2025-07,1,0,0
4827,aavcil,26,2025-07-30,2025-07,23,3,0
4828,ebalaban,64,2025-07-30,2025-07,64,0,0
4829,amasun,128,2025-07-30,2025-07,0,128,0
4830,bbusta,6,2025-07-30,2025-07,2,4,0
4831,mertan,24,2025-07-30,2025-07,6,18,0
4832,BSOGUT,1,2025-07-31,2025-07,0,1,0
4833,mguder,6,2025-07-31,2025-07,6,0,0
4834,fgulsever,15,2025-07-31,2025-07,0,15,0
4835,hakand,43,2025-07-31,2025-07,33,10,0
4836,cisahin,2,2025-07-31,2025-07,2,0,0
4837,gakca,21,2025-07-31,2025-07,15,6,0
4838,adogan,22,2025-07-31,2025-07,22,0,0
4839,gekim,59,2025-07-31,2025-07,0,59,0
4840,kbtlideri,1,2025-07-31,2025-07,1,0,0
4841,aapak,1,2025-07-31,2025-07,0,1,0
4842,aildeniz,2,2025-07-31,2025-07,1,1,0
4843,bfirat,15,2025-07-31,2025-07,15,0,0
4844,bunver,5,2025-07-31,2025-07,5,0,0
4845,stjegitim,3,2025-07-31,2025-07,3,0,0
4846,fcolak,4,2025-07-31,2025-07,4,0,0
4847,mkarsiv,10,2025-07-31,2025-07,6,4,0
4848,egonce,46,2025-07-31,2025-07,28,18,0
4849,hakdemir,19,2025-07-31,2025-07,9,10,0
4850,mbayirli,9,2025-07-31,2025-07,9,0,0
4851,neozdemir,3,2025-07-31,2025-07,0,3,0
4852,dcolor,54,2025-07-31,2025-07,0,54,0
4853,rkontrol,1,2025-07-31,2025-07,1,0,0
4854,amasun,73,2025-07-31,2025-07,2,71,0
4855,fimetin,34,2025-07-31,2025-07,34,0,0
4856,aavcil,4,2025-07-31,2025-07,4,0,0
4857,ebalaban,27,2025-07-31,2025-07,27,0,0
4858,akamera,1,2025-07-31,2025-07,0,1,0
4859,abarkod,31,2025-07-31,2025-07,31,0,0
4860,vgemici,1,2025-07-31,2025-07,1,0,0
4861,gmasistan,39,2025-07-31,2025-07,20,0,19
4862,fbasak,2,2025-07-31,2025-07,2,0,0
4863,aayhan,7,2025-07-31,2025-07,4,1,2
4864,obali,2,2025-07-31,2025-07,1,1,0
4865,MMUTLU,3,2025-07-31,2025-07,1,2,0
4866,sucakir,2,2025-07-31,2025-07,1,1,0
4867,ntanriverdi,6,2025-07-31,2025-07,5,1,0
4868,mertan,1,2025-07-31,2025-07,1,0,0
4869,ayyilmaz,2,2025-07-31,2025-07,2,0,0
4870,tevirgen,74,2025-07-31,2025-07,4,24,46
4871,gayilmaz,4,2025-07-31,2025-07,3,1,0
4872,ogungor,2,2025-07-31,2025-07,1,1,0
4873,nibolkis,2,2025-07-31,2025-07,1,1,0
4874,TIRMAK,9,2025-07-31,2025-07,0,9,0
4875,klaboratuar,5,2025-07-31,2025-07,0,5,0
4876,mkorucu,11,2025-07-31,2025-07,11,0,0
4877,ggirgin,15,2025-07-31,2025-07,12,3,0
4878,cisahin,5,2025-08-01,2025-08,5,0,0
4879,gakca,4,2025-08-01,2025-08,2,2,0
4880,hakand,94,2025-08-01,2025-08,21,73,0
4881,mguder,29,2025-08-01,2025-08,29,0,0
4882,tyilmaz,69,2025-08-01,2025-08,1,40,28
4883,hakdemir,59,2025-08-01,2025-08,56,3,0
4884,nkaya,2,2025-08-01,2025-08,1,1,0
4885,herbilgin,8,2025-08-01,2025-08,8,0,0
4886,dcolor,78,2025-08-01,2025-08,0,78,0
4887,bfirat,38,2025-08-01,2025-08,38,0,0
4888,amasun,28,2025-08-01,2025-08,1,27,0
4889,stjegitim,73,2025-08-01,2025-08,56,17,0
4890,ebalaban,16,2025-08-01,2025-08,16,0,0
4891,ggirgin,3,2025-08-01,2025-08,3,0,0
4892,ogungor,2,2025-08-01,2025-08,1,1,0
4893,aavcil,4,2025-08-01,2025-08,4,0,0
4894,akamera,12,2025-08-01,2025-08,0,12,0
4895,vgemici,3,2025-08-01,2025-08,2,1,0
4896,asablon,1,2025-08-01,2025-08,1,0,0
4897,cer,29,2025-08-01,2025-08,29,0,0
4898,ntanriverdi,2,2025-08-01,2025-08,2,0,0
4899,MMUTLU,1,2025-08-01,2025-08,1,0,0
4900,fimetin,18,2025-08-01,2025-08,18,0,0
4901,ayyilmaz,3,2025-08-01,2025-08,3,0,0
4902,tevirgen,43,2025-08-01,2025-08,12,16,15
4903,gayilmaz,7,2025-08-01,2025-08,6,1,0
4904,obali,3,2025-08-01,2025-08,0,3,0
4905,ebalaban,16,2025-08-02,2025-08,16,0,0
4906,eyuksel,13,2025-08-02,2025-08,11,2,0
4907,hakdemir,6,2025-08-02,2025-08,6,0,0
4908,hbinay,31,2025-08-02,2025-08,30,1,0
4909,dcolor,47,2025-08-02,2025-08,0,47,0
4910,fcolak,11,2025-08-03,2025-08,8,3,0
4911,mkarsiv,7,2025-08-03,2025-08,7,0,0
4912,ihasdemir,2,2025-08-03,2025-08,2,0,0
4913,dcolor,2,2025-08-03,2025-08,0,2,0
4914,ersener,27,2025-08-03,2025-08,27,0,0
4915,egonce,3,2025-08-03,2025-08,3,0,0
4916,fgulsever,13,2025-08-03,2025-08,0,13,0
4917,bbugdayci,1,2025-08-03,2025-08,0,1,0
4918,aapak,75,2025-08-03,2025-08,15,60,0
4919,gekim,25,2025-08-03,2025-08,0,25,0
4920,okelepe,4,2025-08-03,2025-08,2,2,0
4921,dnoic,1,2025-08-03,2025-08,1,0,0
4922,mkorucu,1,2025-08-03,2025-08,1,0,0
4923,aayhan,2,2025-08-03,2025-08,0,0,2
4924,fbasak,38,2025-08-03,2025-08,8,30,0
4925,abarkod,50,2025-08-03,2025-08,50,0,0
4926,udalyan,15,2025-08-04,2025-08,7,6,2
4927,fgulsever,36,2025-08-04,2025-08,0,34,2
4928,mguder,4,2025-08-04,2025-08,4,0,0
4929,zyuksel,5,2025-08-04,2025-08,5,0,0
4930,mguray,6,2025-08-04,2025-08,6,0,0
4931,tyilmaz,242,2025-08-04,2025-08,87,84,71
4932,bbugdayci,1,2025-08-04,2025-08,1,0,0
4933,sapra,9,2025-08-04,2025-08,4,5,0
4934,egonce,22,2025-08-04,2025-08,10,12,0
4935,hakdemir,9,2025-08-04,2025-08,9,0,0
4936,aapak,2,2025-08-04,2025-08,0,2,0
4937,dcolor,48,2025-08-04,2025-08,0,48,0
4938,ersener,19,2025-08-04,2025-08,19,0,0
4939,akapucu,18,2025-08-04,2025-08,18,0,0
4940,bfirat,8,2025-08-04,2025-08,8,0,0
4941,stjegitim,17,2025-08-04,2025-08,4,13,0
4942,gakca,7,2025-08-04,2025-08,6,1,0
4943,ihasdemir,4,2025-08-04,2025-08,4,0,0
4944,gekim,52,2025-08-04,2025-08,0,52,0
4945,adogan,4,2025-08-04,2025-08,0,4,0
4946,akamera,15,2025-08-04,2025-08,1,14,0
4947,abarkod,5,2025-08-04,2025-08,5,0,0
4948,vgemici,4,2025-08-04,2025-08,3,1,0
4949,MMUTLU,52,2025-08-04,2025-08,47,5,0
4950,ggirgin,6,2025-08-04,2025-08,3,0,3
4951,mertan,1,2025-08-04,2025-08,1,0,0
4952,ayyilmaz,1,2025-08-04,2025-08,1,0,0
4953,nkorkmaz,7,2025-08-04,2025-08,7,0,0
4954,ogungor,9,2025-08-04,2025-08,9,0,0
4955,okanat,2,2025-08-04,2025-08,2,0,0
4956,mkorucu,15,2025-08-04,2025-08,14,1,0
4957,aavcil,62,2025-08-04,2025-08,61,1,0
4958,ebalaban,21,2025-08-04,2025-08,21,0,0
4959,tevirgen,27,2025-08-04,2025-08,16,4,7
4960,amasun,70,2025-08-04,2025-08,0,70,0
4961,gakca,4,2025-08-05,2025-08,3,1,0
4962,tyilmaz,237,2025-08-05,2025-08,48,109,80
4963,mguray,13,2025-08-05,2025-08,13,0,0
4964,fgulsever,6,2025-08-05,2025-08,0,6,0
4965,cdonmez,53,2025-08-05,2025-08,0,53,0
4966,udalyan,7,2025-08-05,2025-08,1,3,3
4967,hakand,29,2025-08-05,2025-08,28,1,0
4968,aapak,9,2025-08-05,2025-08,0,9,0
4969,ihasdemir,48,2025-08-05,2025-08,16,0,32
4970,okelepe,14,2025-08-05,2025-08,0,14,0
4971,bbugdayci,1,2025-08-05,2025-08,1,0,0
4972,dcolor,61,2025-08-05,2025-08,0,61,0
4973,fcolak,1,2025-08-05,2025-08,1,0,0
4974,egonce,16,2025-08-05,2025-08,10,6,0
4975,hakdemir,8,2025-08-05,2025-08,8,0,0
4976,sapra,5,2025-08-05,2025-08,5,0,0
4977,eozkan,3,2025-08-05,2025-08,3,0,0
4978,akocak,9,2025-08-05,2025-08,6,3,0
4979,ekoksal,4,2025-08-05,2025-08,1,3,0
4980,bfirat,74,2025-08-05,2025-08,72,2,0
4981,bunver,1,2025-08-05,2025-08,1,0,0
4982,fyakut,14,2025-08-05,2025-08,14,0,0
4983,stjegitim,1,2025-08-05,2025-08,0,1,0
4984,adogan,6,2025-08-05,2025-08,6,0,0
4985,mguder,2,2025-08-05,2025-08,2,0,0
4986,amasun,6,2025-08-05,2025-08,0,6,0
4987,gekim,81,2025-08-05,2025-08,0,81,0
4988,akamera,1,2025-08-05,2025-08,0,1,0
4989,vgemici,2,2025-08-05,2025-08,2,0,0
4990,ntanriverdi,9,2025-08-05,2025-08,1,8,0
4991,ayetik,1,2025-08-05,2025-08,1,0,0
4992,gmasistan,95,2025-08-05,2025-08,41,15,39
4993,fbasak,4,2025-08-05,2025-08,4,0,0
4994,cer,1,2025-08-05,2025-08,1,0,0
4995,aayhan,12,2025-08-05,2025-08,4,6,2
4996,obali,31,2025-08-05,2025-08,27,4,0
4997,MMUTLU,15,2025-08-05,2025-08,8,0,7
4998,abarkod,4,2025-08-05,2025-08,4,0,0
4999,gkenarli,2,2025-08-05,2025-08,2,0,0
5000,alofca,13,2025-08-05,2025-08,12,1,0
5001,dnoic,4,2025-08-05,2025-08,3,0,1
5002,aavcil,17,2025-08-05,2025-08,14,3,0
5003,mkorucu,5,2025-08-05,2025-08,5,0,0
5004,ogungor,2,2025-08-05,2025-08,2,0,0
5005,ebalaban,13,2025-08-05,2025-08,12,1,0
5006,tevirgen,11,2025-08-05,2025-08,1,10,0
5007,mertan,1,2025-08-05,2025-08,1,0,0
5008,sulger,25,2025-08-05,2025-08,25,0,0
5009,ddtlideri,13,2025-08-05,2025-08,13,0,0
5010,cdonmez,1,2025-08-06,2025-08,0,1,0
5011,acelebi,16,2025-08-06,2025-08,10,6,0
5012,fgulsever,42,2025-08-06,2025-08,1,41,0
