,ID,toplam,Tarih,Donem,genel_renkli,genel_sb,dijital_islemler
13769,nakilli,10,2026-04-14,2026-04,0,10,0
13770,gakca,4,2026-04-14,2026-04,4,0,0
13771,stjegitim,118,2026-04-14,2026-04,0,118,0
13772,gsapmaz,9,2026-04-14,2026-04,7,2,0
13773,sekisa,2,2026-04-14,2026-04,2,0,0
13774,sutetik,15,2026-04-14,2026-04,13,2,0
13775,egonce,57,2026-04-14,2026-04,55,2,0
13776,fyakut,9,2026-04-14,2026-04,0,9,0
13777,VBAYANER,3,2026-04-14,2026-04,2,1,0
13778,bfirat,21,2026-04-14,2026-04,21,0,0
13779,akapucu,1,2026-04-14,2026-04,1,0,0
13780,hbulut,6,2026-04-14,2026-04,6,0,0
13781,ngunak,91,2026-04-14,2026-04,0,91,0
13782,mkarsiv,11,2026-04-14,2026-04,11,0,0
13783,dcolor,106,2026-04-14,2026-04,0,106,0
13784,sbayiroglu,3,2026-04-14,2026-04,0,3,0
13785,hbinay,7,2026-04-14,2026-04,7,0,0
13786,mbayirli,3,2026-04-14,2026-04,3,0,0
13787,hakdemir,8,2026-04-14,2026-04,8,0,0
13788,herbilgin,22,2026-04-14,2026-04,22,0,0
13789,aerdogan,3,2026-04-14,2026-04,0,3,0
13790,gbalvan,7,2026-04-14,2026-04,1,6,0
13791,saskin,1,2026-04-14,2026-04,1,0,0
13792,kbtlideri,4,2026-04-14,2026-04,4,0,0
13793,scabuker,16,2026-04-14,2026-04,4,4,8
13794,ggirgin,15,2026-04-14,2026-04,12,3,0
13795,fimetin,13,2026-04-14,2026-04,12,1,0
13796,yercin,8,2026-04-14,2026-04,8,0,0
13797,MMUTLU,10,2026-04-14,2026-04,5,3,2
13798,obali,7,2026-04-14,2026-04,7,0,0
13799,ogun,18,2026-04-14,2026-04,17,1,0
13800,ekaradavut,1,2026-04-14,2026-04,0,1,0
13801,cer,1,2026-04-14,2026-04,0,1,0
13802,gmasistan,4,2026-04-14,2026-04,0,0,4
13803,ntanriverdi,8,2026-04-14,2026-04,0,8,0
13804,vgemici,2,2026-04-14,2026-04,2,0,0
13805,ttlideri,2,2026-04-14,2026-04,2,0,0
13806,akamera,9,2026-04-14,2026-04,1,8,0
13807,gekim,47,2026-04-14,2026-04,0,47,0
13808,fbasak,10,2026-04-14,2026-04,10,0,0
13809,sulger,2,2026-04-14,2026-04,2,0,0
13810,bkibar,3,2026-04-14,2026-04,3,0,0
13811,ayyilmaz,4,2026-04-14,2026-04,4,0,0
13812,fbalaban,21,2026-04-14,2026-04,0,21,0
13813,mertan,2,2026-04-14,2026-04,0,2,0
13814,fozay,28,2026-04-14,2026-04,26,2,0
13815,amasun,23,2026-04-14,2026-04,3,20,0
13816,caozturk,15,2026-04-14,2026-04,15,0,0
13817,dnoic,18,2026-04-14,2026-04,12,2,4
13818,ckarahasan,6,2026-04-14,2026-04,3,3,0
13819,ebalaban,31,2026-04-14,2026-04,31,0,0
13820,nibolkis,3,2026-04-14,2026-04,3,0,0
13821,nbolkis,2,2026-04-14,2026-04,2,0,0
13822,ogungor,7,2026-04-14,2026-04,7,0,0
13823,gayilmaz,12,2026-04-14,2026-04,12,0,0
13824,tevirgen,112,2026-04-14,2026-04,14,8,90
13825,gcevik,5,2026-04-14,2026-04,5,0,0
13826,eulsever,13,2026-04-14,2026-04,9,4,0
13827,aapak,37,2026-04-15,2026-04,0,37,0
13828,mguray,4,2026-04-15,2026-04,4,0,0
13829,ierdil,11,2026-04-15,2026-04,2,9,0
13830,mguder,3,2026-04-15,2026-04,2,1,0
13831,fgulsever,51,2026-04-15,2026-04,5,46,0
13832,hakand,3,2026-04-15,2026-04,2,1,0
13833,udalyan,8,2026-04-15,2026-04,4,3,1
13834,rkontrol,3,2026-04-15,2026-04,2,1,0
13835,itopcu,1,2026-04-15,2026-04,1,0,0
13836,stjegitim,320,2026-04-15,2026-04,288,30,2
13837,gbalvan,7,2026-04-15,2026-04,0,7,0
13838,ddcozgu,1,2026-04-15,2026-04,0,1,0
13839,egonce,27,2026-04-15,2026-04,27,0,0
13840,uunver,22,2026-04-15,2026-04,22,0,0
13841,BDEMIRAL,6,2026-04-15,2026-04,6,0,0
13842,eozkan,65,2026-04-15,2026-04,62,3,0
13843,dcolor,134,2026-04-15,2026-04,0,134,0
13844,sutetik,16,2026-04-15,2026-04,16,0,0
13845,bunver,5,2026-04-15,2026-04,4,1,0
13846,ubasdas,1,2026-04-15,2026-04,1,0,0
13847,mkarsiv,1,2026-04-15,2026-04,1,0,0
13848,sfirinci,1,2026-04-15,2026-04,1,0,0
13849,hbinay,17,2026-04-15,2026-04,15,2,0
13850,fbalaban,7,2026-04-15,2026-04,7,0,0
13851,gekim,64,2026-04-15,2026-04,0,64,0
13852,akamera,4,2026-04-15,2026-04,1,3,0
13853,abarkod,4,2026-04-15,2026-04,0,4,0
13854,vgemici,9,2026-04-15,2026-04,9,0,0
13855,ntanriverdi,12,2026-04-15,2026-04,0,12,0
13856,fbasak,3,2026-04-15,2026-04,3,0,0
13857,mkarabiyik,2,2026-04-15,2026-04,0,2,0
13858,obali,4,2026-04-15,2026-04,2,2,0
13859,MMUTLU,1,2026-04-15,2026-04,1,0,0
13860,fimetin,20,2026-04-15,2026-04,13,7,0
13861,cer,1,2026-04-15,2026-04,0,1,0
13862,tevirgen,25,2026-04-15,2026-04,4,21,0
13863,ggirgin,47,2026-04-15,2026-04,31,12,4
13864,amasun,84,2026-04-15,2026-04,1,83,0
13865,ebalaban,64,2026-04-15,2026-04,64,0,0
13866,caozturk,1,2026-04-15,2026-04,1,0,0
13867,dnoic,6,2026-04-15,2026-04,6,0,0
13868,fozay,56,2026-04-15,2026-04,53,3,0
13869,TIRMAK,1,2026-04-15,2026-04,1,0,0
13870,ogungor,3,2026-04-15,2026-04,2,1,0
13871,eulsever,6,2026-04-15,2026-04,2,4,0
13872,ckarahasan,11,2026-04-15,2026-04,11,0,0
13873,cyildiz,1,2026-04-16,2026-04,1,0,0
13874,udalyan,120,2026-04-16,2026-04,0,1,119
13875,fgulsever,46,2026-04-16,2026-04,0,46,0
13876,zyuksel,3,2026-04-16,2026-04,2,1,0
13877,ierdil,40,2026-04-16,2026-04,35,5,0
13878,mguray,5,2026-04-16,2026-04,5,0,0
13879,ebadem,21,2026-04-16,2026-04,20,1,0
13880,aildeniz,7,2026-04-16,2026-04,7,0,0
13881,bbugdayci,1,2026-04-16,2026-04,0,1,0
13882,stjegitim,4,2026-04-16,2026-04,4,0,0
13883,fcolak,10,2026-04-16,2026-04,10,0,0
13884,VBAYANER,39,2026-04-16,2026-04,39,0,0
13885,egonce,3,2026-04-16,2026-04,3,0,0
13886,hakdemir,11,2026-04-16,2026-04,11,0,0
13887,msevim,4,2026-04-16,2026-04,0,4,0
13888,eozkan,1,2026-04-16,2026-04,1,0,0
13889,gbalvan,1,2026-04-16,2026-04,0,1,0
13890,dcolor,94,2026-04-16,2026-04,0,94,0
13891,sutetik,26,2026-04-16,2026-04,25,1,0
13892,hbulut,47,2026-04-16,2026-04,47,0,0
13893,bfirat,34,2026-04-16,2026-04,34,0,0
13894,aapak,14,2026-04-16,2026-04,0,14,0
13895,bunver,39,2026-04-16,2026-04,37,2,0
13896,mkarsiv,1,2026-04-16,2026-04,1,0,0
13897,oguler,4,2026-04-16,2026-04,4,0,0
13898,saskin,2,2026-04-16,2026-04,1,1,0
13899,sfirinci,12,2026-04-16,2026-04,11,1,0
13900,akamera,4,2026-04-16,2026-04,0,4,0
13901,abarkod,2,2026-04-16,2026-04,0,2,0
13902,gakca,2,2026-04-16,2026-04,2,0,0
13903,vgemici,5,2026-04-16,2026-04,5,0,0
13904,ntanriverdi,31,2026-04-16,2026-04,0,31,0
13905,fbasak,2,2026-04-16,2026-04,1,0,1
13906,cer,2,2026-04-16,2026-04,0,2,0
13907,aayhan,11,2026-04-16,2026-04,10,0,1
13908,obali,10,2026-04-16,2026-04,7,1,2
13909,MMUTLU,8,2026-04-16,2026-04,1,6,1
13910,fimetin,14,2026-04-16,2026-04,14,0,0
13911,ttlideri,2,2026-04-16,2026-04,2,0,0
13912,ayyilmaz,13,2026-04-16,2026-04,6,7,0
13913,ggirgin,82,2026-04-16,2026-04,82,0,0
13914,gbakanoglu,20,2026-04-16,2026-04,4,16,0
13915,fbalaban,15,2026-04-16,2026-04,6,9,0
13916,amasun,2,2026-04-16,2026-04,0,2,0
13917,gekim,71,2026-04-16,2026-04,0,71,0
13918,dnoic,5,2026-04-16,2026-04,5,0,0
13919,ckarahasan,11,2026-04-16,2026-04,5,6,0
13920,gayilmaz,22,2026-04-16,2026-04,22,0,0
13921,tevirgen,8,2026-04-16,2026-04,3,5,0
13922,ebalaban,22,2026-04-16,2026-04,22,0,0
13923,acelebi,4,2026-04-17,2026-04,4,0,0
13924,udalyan,2,2026-04-17,2026-04,2,0,0
13925,mecigdem,31,2026-04-17,2026-04,29,2,0
13926,gsapmaz,1,2026-04-17,2026-04,1,0,0
13927,ierdil,188,2026-04-17,2026-04,183,5,0
13928,mguray,4,2026-04-17,2026-04,4,0,0
13929,stjegitim,34,2026-04-17,2026-04,3,0,31
13930,hakdemir,11,2026-04-17,2026-04,11,0,0
13931,dcolor,128,2026-04-17,2026-04,0,128,0
13932,sbayiroglu,3,2026-04-17,2026-04,0,1,2
13933,BDEMIRAL,2,2026-04-17,2026-04,2,0,0
13934,gbalvan,4,2026-04-17,2026-04,0,4,0
13935,ngunak,165,2026-04-17,2026-04,0,155,10
13936,sutetik,24,2026-04-17,2026-04,21,3,0
13937,hbulut,25,2026-04-17,2026-04,0,25,0
13938,bfirat,4,2026-04-17,2026-04,4,0,0
13939,msevim,15,2026-04-17,2026-04,9,6,0
13940,gakca,1,2026-04-17,2026-04,1,0,0
13941,ebalaban,48,2026-04-17,2026-04,48,0,0
13942,dnoic,10,2026-04-17,2026-04,0,0,10
13943,amasun,3,2026-04-17,2026-04,2,0,1
13944,gmasistan,4,2026-04-17,2026-04,0,4,0
13945,bkibar,3,2026-04-17,2026-04,2,1,0
13946,cer,4,2026-04-17,2026-04,0,4,0
13947,fyilanci,3,2026-04-17,2026-04,3,0,0
13948,MMUTLU,10,2026-04-17,2026-04,5,4,1
13949,yercin,50,2026-04-17,2026-04,50,0,0
13950,akamera,8,2026-04-17,2026-04,0,8,0
13951,gkenarli,6,2026-04-17,2026-04,6,0,0
13952,ggirgin,34,2026-04-17,2026-04,28,3,3
13953,tevirgen,16,2026-04-17,2026-04,2,13,1
13954,eulsever,16,2026-04-17,2026-04,0,2,14
13955,nbolkis,10,2026-04-17,2026-04,10,0,0
13956,oicoz,3,2026-04-17,2026-04,2,1,0
13957,ckarahasan,9,2026-04-17,2026-04,7,2,0
13958,fimetin,44,2026-04-17,2026-04,44,0,0
13959,dcolor,70,2026-04-18,2026-04,0,70,0
13960,hakdemir,6,2026-04-18,2026-04,6,0,0
13961,mkarsiv,1,2026-04-18,2026-04,1,0,0
13962,ierdil,9,2026-04-18,2026-04,4,5,0
13963,mecigdem,9,2026-04-18,2026-04,7,2,0
13964,rkontrol,1,2026-04-18,2026-04,1,0,0
13965,BSOGUT,13,2026-04-19,2026-04,5,8,0
13966,bunver,41,2026-04-19,2026-04,39,0,2
13967,dcolor,2,2026-04-19,2026-04,0,2,0
13968,egonce,24,2026-04-19,2026-04,22,2,0
13969,fcolak,3,2026-04-19,2026-04,0,3,0
13970,ierdil,7,2026-04-19,2026-04,4,3,0
13971,fgulsever,17,2026-04-19,2026-04,1,16,0
13972,okelepe,44,2026-04-19,2026-04,44,0,0
13973,aapak,52,2026-04-19,2026-04,17,35,0
13974,gekim,76,2026-04-19,2026-04,0,76,0
13975,gbakanoglu,4,2026-04-19,2026-04,1,3,0
13976,ekaragoz,2,2026-04-19,2026-04,2,0,0
13977,dnoic,2,2026-04-19,2026-04,2,0,0
13978,gcevik,4,2026-04-19,2026-04,4,0,0
13979,aayhan,11,2026-04-19,2026-04,1,8,2
13980,fbasak,7,2026-04-19,2026-04,6,1,0
13981,nkorkmaz,14,2026-04-19,2026-04,8,6,0
13982,abarkod,4,2026-04-19,2026-04,0,4,0
13983,sfirinci,9,2026-04-19,2026-04,6,3,0
13984,gakca,4,2026-04-20,2026-04,3,1,0
13985,gsapmaz,30,2026-04-20,2026-04,30,0,0
13986,itopcu,9,2026-04-20,2026-04,9,0,0
13987,fgulsever,12,2026-04-20,2026-04,1,11,0
13988,aapak,18,2026-04-20,2026-04,0,18,0
13989,mecigdem,2,2026-04-20,2026-04,0,2,0
13990,udalyan,12,2026-04-20,2026-04,5,5,2
13991,mguder,10,2026-04-20,2026-04,8,2,0
13992,hakand,14,2026-04-20,2026-04,14,0,0
13993,zyuksel,3,2026-04-20,2026-04,3,0,0
13994,egonce,66,2026-04-20,2026-04,60,6,0
13995,bmetiner,4,2026-04-20,2026-04,0,4,0
13996,acelebi,3,2026-04-20,2026-04,3,0,0
13997,mkarsiv,2,2026-04-20,2026-04,2,0,0
13998,mbayirli,1,2026-04-20,2026-04,1,0,0
13999,mmollaoglu,1,2026-04-20,2026-04,1,0,0
14000,gbalvan,6,2026-04-20,2026-04,0,6,0
14001,dcolor,12,2026-04-20,2026-04,0,12,0
14002,sutetik,22,2026-04-20,2026-04,22,0,0
14003,hbulut,5,2026-04-20,2026-04,4,1,0
14004,ierdil,13,2026-04-20,2026-04,8,5,0
14005,gekim,9,2026-04-20,2026-04,0,9,0
14006,gayilmaz,2,2026-04-20,2026-04,2,0,0
14007,fozay,11,2026-04-20,2026-04,5,6,0
14008,eanli,2,2026-04-20,2026-04,2,0,0
14009,akamera,3,2026-04-20,2026-04,0,3,0
14010,abarkod,2,2026-04-20,2026-04,0,2,0
14011,ntanriverdi,14,2026-04-20,2026-04,0,14,0
14012,bkibar,2,2026-04-20,2026-04,0,2,0
14013,tyaman,6,2026-04-20,2026-04,6,0,0
14014,dyavuzkasap,1,2026-04-20,2026-04,1,0,0
14015,obali,16,2026-04-20,2026-04,14,2,0
14016,MMUTLU,36,2026-04-20,2026-04,32,4,0
14017,fimetin,3,2026-04-20,2026-04,0,0,3
14018,fbasak,11,2026-04-20,2026-04,2,5,4
14019,tevirgen,44,2026-04-20,2026-04,23,21,0
14020,eulsever,4,2026-04-20,2026-04,4,0,0
14021,TIRMAK,5,2026-04-20,2026-04,5,0,0
14022,gcevik,1,2026-04-20,2026-04,1,0,0
14023,ckarahasan,3,2026-04-20,2026-04,2,1,0
14024,dnoic,11,2026-04-20,2026-04,11,0,0
14025,caozturk,2,2026-04-20,2026-04,1,1,0
14026,ebalaban,1,2026-04-20,2026-04,1,0,0
14027,ggirgin,47,2026-04-20,2026-04,42,5,0
14028,amasun,13,2026-04-20,2026-04,0,13,0
14029,gsapmaz,2,2026-04-21,2026-04,2,0,0
14030,itopcu,7,2026-04-21,2026-04,7,0,0
14031,fgulsever,22,2026-04-21,2026-04,0,22,0
14032,okelepe,2,2026-04-21,2026-04,0,0,2
14033,udalyan,1,2026-04-21,2026-04,0,0,1
14034,hakand,395,2026-04-21,2026-04,395,0,0
14035,mecigdem,1,2026-04-21,2026-04,0,1,0
14036,mguder,1,2026-04-21,2026-04,1,0,0
14037,aapak,35,2026-04-21,2026-04,0,35,0
14038,BSOGUT,2,2026-04-21,2026-04,0,0,2
14039,zyuksel,12,2026-04-21,2026-04,6,2,4
14040,gbalvan,2,2026-04-21,2026-04,0,2,0
14041,otanriverdi,2,2026-04-21,2026-04,2,0,0
14042,aildeniz,2,2026-04-21,2026-04,0,2,0
14043,stjegitim,1,2026-04-21,2026-04,1,0,0
14044,fcolak,24,2026-04-21,2026-04,18,6,0
14045,mkarsiv,1,2026-04-21,2026-04,1,0,0
14046,egonce,26,2026-04-21,2026-04,15,11,0
14047,uunver,1,2026-04-21,2026-04,1,0,0
14048,hbulut,6,2026-04-21,2026-04,0,6,0
14049,eozkan,4,2026-04-21,2026-04,4,0,0
14050,sutetik,14,2026-04-21,2026-04,14,0,0
14051,ubasdas,1,2026-04-21,2026-04,1,0,0
14052,ierdil,18,2026-04-21,2026-04,13,5,0
14053,gakca,2,2026-04-21,2026-04,2,0,0
14054,msevim,12,2026-04-21,2026-04,0,12,0
14055,saskin,6,2026-04-21,2026-04,6,0,0
14056,fyakut,2,2026-04-21,2026-04,2,0,0
14057,akamera,3,2026-04-21,2026-04,0,3,0
14058,abarkod,3,2026-04-21,2026-04,0,3,0
14059,tyaman,27,2026-04-21,2026-04,27,0,0
14060,nkorkmaz,1,2026-04-21,2026-04,1,0,0
14061,fbasak,8,2026-04-21,2026-04,8,0,0
14062,cer,2,2026-04-21,2026-04,1,1,0
14063,aayhan,2,2026-04-21,2026-04,0,0,2
14064,dyavuzkasap,22,2026-04-21,2026-04,1,21,0
14065,MMUTLU,8,2026-04-21,2026-04,1,0,7
14066,eatasoy,1,2026-04-21,2026-04,1,0,0
14067,ggirgin,40,2026-04-21,2026-04,8,13,19
14068,tcapkin,2,2026-04-21,2026-04,1,1,0
14069,ayyilmaz,1,2026-04-21,2026-04,1,0,0
14070,mertan,1,2026-04-21,2026-04,0,1,0
14071,gekim,40,2026-04-21,2026-04,0,40,0
14072,scabuker,4,2026-04-21,2026-04,2,0,2
14073,fozay,5,2026-04-21,2026-04,1,4,0
14074,amasun,4,2026-04-21,2026-04,0,4,0
14075,gbakanoglu,3,2026-04-21,2026-04,2,1,0
14076,ckarahasan,4,2026-04-21,2026-04,2,2,0
14077,okanat,1,2026-04-21,2026-04,1,0,0
14078,eulsever,17,2026-04-21,2026-04,0,17,0
14079,tevirgen,41,2026-04-21,2026-04,7,21,13
14080,dnoic,17,2026-04-21,2026-04,16,0,1
14081,amasun,19,2026-04-22,2026-04,11,8,0
14082,hakand,90,2026-04-22,2026-04,78,12,0
14083,fozay,16,2026-04-22,2026-04,10,6,0
14084,gakca,3,2026-04-22,2026-04,3,0,0
14085,kdeda,1,2026-04-22,2026-04,0,1,0
14086,udalyan,41,2026-04-22,2026-04,5,0,36
14087,mecigdem,3,2026-04-22,2026-04,1,2,0
14088,zyuksel,1,2026-04-22,2026-04,1,0,0
14089,gbalvan,7,2026-04-22,2026-04,0,7,0
14090,cadonmez,11,2026-04-22,2026-04,11,0,0
14091,stjegitim,280,2026-04-22,2026-04,237,20,23
14092,mkarsiv,3,2026-04-22,2026-04,3,0,0
14093,msevim,9,2026-04-22,2026-04,0,9,0
14094,sutetik,6,2026-04-22,2026-04,3,3,0
14095,hbulut,3,2026-04-22,2026-04,3,0,0
14096,akapucu,4,2026-04-22,2026-04,4,0,0
14097,caozturk,16,2026-04-22,2026-04,7,1,8
14098,ierdil,14,2026-04-22,2026-04,7,7,0
14099,ckarahasan,1,2026-04-22,2026-04,1,0,0
14100,eatasoy,1,2026-04-22,2026-04,0,1,0
14101,okanat,1,2026-04-22,2026-04,1,0,0
14102,akamera,1,2026-04-22,2026-04,0,1,0
14103,ntanriverdi,2,2026-04-22,2026-04,0,2,0
14104,bkibar,2,2026-04-22,2026-04,0,2,0
14105,mkarabiyik,1,2026-04-22,2026-04,0,1,0
14106,mkofis,1,2026-04-22,2026-04,1,0,0
14107,mkorucu,1,2026-04-22,2026-04,1,0,0
14108,MMUTLU,1,2026-04-22,2026-04,0,0,1
14109,fimetin,7,2026-04-22,2026-04,7,0,0
14110,obali,3,2026-04-22,2026-04,0,0,3
14111,ggirgin,76,2026-04-22,2026-04,40,5,31
14112,mertan,54,2026-04-22,2026-04,54,0,0
14113,ayyilmaz,2,2026-04-22,2026-04,2,0,0
14114,tevirgen,24,2026-04-22,2026-04,7,14,3
14115,eulsever,1,2026-04-22,2026-04,0,0,1
14116,gayilmaz,2,2026-04-22,2026-04,2,0,0
14117,akurt,1,2026-04-22,2026-04,1,0,0
14118,sucakir,1,2026-04-22,2026-04,0,0,1
14119,fgulsever,29,2026-04-23,2026-04,4,25,0
14120,egonce,65,2026-04-23,2026-04,64,1,0
14121,mkarsiv,1,2026-04-23,2026-04,1,0,0
14122,fcolak,1,2026-04-23,2026-04,1,0,0
14123,dcolor,5,2026-04-23,2026-04,5,0,0
14124,aildeniz,4,2026-04-23,2026-04,0,0,4
14125,ierdil,7,2026-04-23,2026-04,2,5,0
14126,mecigdem,1,2026-04-23,2026-04,0,1,0
14127,rkontrol,1,2026-04-23,2026-04,0,1,0
14128,bsakrak,88,2026-04-23,2026-04,88,0,0
14129,iunlu,13,2026-04-23,2026-04,12,1,0
14130,gekim,51,2026-04-23,2026-04,0,51,0
14131,gbakanoglu,15,2026-04-23,2026-04,4,0,11
14132,aayhan,148,2026-04-23,2026-04,47,77,24
14133,tyaman,24,2026-04-23,2026-04,24,0,0
14134,ntanriverdi,4,2026-04-23,2026-04,0,4,0
14135,abarkod,1,2026-04-23,2026-04,0,1,0
14136,aapak,32,2026-04-23,2026-04,0,32,0
14137,hakand,1,2026-04-24,2026-04,1,0,0
14138,ierdil,13,2026-04-24,2026-04,6,7,0
14139,rkontrol,1,2026-04-24,2026-04,0,1,0
14140,stjegitim,17,2026-04-24,2026-04,1,0,16
14141,sekisa,24,2026-04-24,2026-04,24,0,0
14142,sutetik,17,2026-04-24,2026-04,14,3,0
14143,msevim,14,2026-04-24,2026-04,2,12,0
14144,mmollaoglu,3,2026-04-24,2026-04,3,0,0
14145,eozkan,20,2026-04-24,2026-04,20,0,0
14146,mecigdem,1,2026-04-24,2026-04,0,1,0
14147,hbulut,1,2026-04-24,2026-04,0,1,0
14148,mkarsiv,15,2026-04-24,2026-04,13,2,0
14149,gakca,7,2026-04-24,2026-04,7,0,0
14150,udalyan,12,2026-04-24,2026-04,12,0,0
14151,caozturk,158,2026-04-24,2026-04,158,0,0
14152,amasun,7,2026-04-24,2026-04,2,5,0
14153,mkarabiyik,3,2026-04-24,2026-04,0,3,0
14154,obali,3,2026-04-24,2026-04,0,3,0
14155,MMUTLU,4,2026-04-24,2026-04,1,2,1
14156,fimetin,12,2026-04-24,2026-04,12,0,0
14157,ggirgin,46,2026-04-24,2026-04,31,0,15
14158,akamera,3,2026-04-24,2026-04,0,3,0
14159,gayilmaz,3,2026-04-24,2026-04,3,0,0
14160,ogungor,1,2026-04-24,2026-04,1,0,0
14161,oicoz,10,2026-04-24,2026-04,10,0,0
14162,ckarahasan,8,2026-04-24,2026-04,7,1,0
14163,dnoic,13,2026-04-24,2026-04,1,0,12
14164,mertan,3,2026-04-24,2026-04,2,1,0
14165,tyaman,13,2026-04-25,2026-04,13,0,0
14166,mecigdem,2,2026-04-25,2026-04,0,2,0
14167,fgulsever,20,2026-04-26,2026-04,4,16,0
14168,carican,2,2026-04-26,2026-04,2,0,0
14169,ierdil,10,2026-04-26,2026-04,4,6,0
14170,acelebi,9,2026-04-26,2026-04,9,0,0
14171,rshazirlama,3,2026-04-26,2026-04,3,0,0
14172,egonce,32,2026-04-26,2026-04,29,3,0
14173,bunver,7,2026-04-26,2026-04,6,1,0
14174,dcolor,4,2026-04-26,2026-04,4,0,0
14175,aapak,76,2026-04-26,2026-04,12,64,0
14176,cyildiz,1,2026-04-26,2026-04,0,1,0
14177,nakilli,15,2026-04-26,2026-04,11,4,0
14178,aayhan,1,2026-04-26,2026-04,0,0,1
14179,gekim,61,2026-04-26,2026-04,0,60,1
14180,sfirinci,11,2026-04-26,2026-04,5,6,0
14181,fbasak,1,2026-04-26,2026-04,1,0,0
14182,scolak,2,2026-04-26,2026-04,2,0,0
14183,kesmeray,4,2026-04-26,2026-04,4,0,0
14184,abarkod,1,2026-04-26,2026-04,0,1,0
14185,TIRMAK,4,2026-04-26,2026-04,1,3,0
14186,dnoic,38,2026-04-26,2026-04,27,7,4
14187,fbalaban,7,2026-04-26,2026-04,0,0,7
14188,scabuker,9,2026-04-26,2026-04,0,0,9
14189,bsamuk,1,2026-04-26,2026-04,1,0,0
14190,zyuksel,43,2026-04-27,2026-04,43,0,0
14191,gakca,6,2026-04-27,2026-04,5,1,0
14192,nakilli,16,2026-04-27,2026-04,0,16,0
14193,aapak,19,2026-04-27,2026-04,0,19,0
14194,udalyan,9,2026-04-27,2026-04,3,6,0
14195,mecigdem,2,2026-04-27,2026-04,0,2,0
14196,hakand,4,2026-04-27,2026-04,2,2,0
14197,fgulsever,30,2026-04-27,2026-04,0,30,0
14198,ierdil,10,2026-04-27,2026-04,6,4,0
14199,msevim,6,2026-04-27,2026-04,2,4,0
14200,stjegitim,4,2026-04-27,2026-04,2,2,0
14201,mkarsiv,1,2026-04-27,2026-04,1,0,0
14202,egonce,77,2026-04-27,2026-04,77,0,0
14203,mbayirli,20,2026-04-27,2026-04,20,0,0
14204,gbalvan,3,2026-04-27,2026-04,0,3,0
14205,sutetik,21,2026-04-27,2026-04,18,3,0
14206,hbulut,10,2026-04-27,2026-04,7,3,0
14207,VBAYANER,14,2026-04-27,2026-04,14,0,0
14208,saskin,1,2026-04-27,2026-04,1,0,0
14209,cadonmez,2,2026-04-27,2026-04,0,2,0
14210,gekim,97,2026-04-27,2026-04,0,97,0
14211,bfirat,12,2026-04-27,2026-04,12,0,0
14212,dnoic,18,2026-04-27,2026-04,7,11,0
14213,akamera,5,2026-04-27,2026-04,0,5,0
14214,abarkod,3,2026-04-27,2026-04,0,3,0
14215,ntanriverdi,25,2026-04-27,2026-04,0,25,0
14216,bkibar,2,2026-04-27,2026-04,1,1,0
14217,fbasak,58,2026-04-27,2026-04,58,0,0
14218,cer,2,2026-04-27,2026-04,2,0,0
14219,scolak,4,2026-04-27,2026-04,4,0,0
14220,mkarabiyik,4,2026-04-27,2026-04,0,4,0
14221,mkofis,2,2026-04-27,2026-04,2,0,0
14222,obali,7,2026-04-27,2026-04,2,3,2
14223,caozturk,49,2026-04-27,2026-04,48,1,0
14224,fimetin,6,2026-04-27,2026-04,6,0,0
14225,ggirgin,31,2026-04-27,2026-04,24,4,3
14226,mertan,20,2026-04-27,2026-04,0,20,0
14227,ayyilmaz,3,2026-04-27,2026-04,2,1,0
14228,tevirgen,57,2026-04-27,2026-04,14,42,1
14229,gayilmaz,4,2026-04-27,2026-04,4,0,0
14230,TIRMAK,4,2026-04-27,2026-04,0,4,0
14231,mkorucu,1,2026-04-27,2026-04,1,0,0
14232,ckarahasan,10,2026-04-27,2026-04,6,4,0
14233,MMUTLU,64,2026-04-27,2026-04,62,2,0
14234,mecigdem,2,2026-04-28,2026-04,0,2,0
14235,udalyan,13,2026-04-28,2026-04,6,5,2
14236,fyakut,14,2026-04-28,2026-04,0,14,0
14237,ubasdas,2,2026-04-28,2026-04,2,0,0
14238,gakca,1,2026-04-28,2026-04,1,0,0
14239,fgulsever,8,2026-04-28,2026-04,1,7,0
14240,aapak,1,2026-04-28,2026-04,0,1,0
14241,mguder,3,2026-04-28,2026-04,3,0,0
14242,eozkan,1,2026-04-28,2026-04,1,0,0
14243,stjegitim,4,2026-04-28,2026-04,0,4,0
14244,egonce,17,2026-04-28,2026-04,16,1,0
14245,hbinay,5,2026-04-28,2026-04,5,0,0
14246,gbalvan,6,2026-04-28,2026-04,0,6,0
14247,sutetik,22,2026-04-28,2026-04,18,4,0
14248,hbulut,16,2026-04-28,2026-04,14,2,0
14249,bfirat,7,2026-04-28,2026-04,6,1,0
14250,sfirinci,3,2026-04-28,2026-04,3,0,0
14251,ierdil,13,2026-04-28,2026-04,8,5,0
14252,gekim,70,2026-04-28,2026-04,0,70,0
14253,VBAYANER,28,2026-04-28,2026-04,0,28,0
14254,SUYILMAZ,4,2026-04-28,2026-04,4,0,0
14255,nayildiz,1,2026-04-28,2026-04,1,0,0
14256,akamera,10,2026-04-28,2026-04,0,10,0
14257,abarkod,21,2026-04-28,2026-04,0,21,0
14258,ntanriverdi,6,2026-04-28,2026-04,0,6,0
14259,mkarabiyik,3,2026-04-28,2026-04,1,2,0
